RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,3/31/2018,3/31/2019,3/31/2020,3/31/2021,3/31/2022,3/31/2023,2024.00,,,,,,,18-19,19-20,20-21,21-22,22-23,Incremento annual promedio
17762,30,Detroit,city,MI,MI,"Detroit-Warren-Dearborn, MI",Wayne County,839.4410023,890.6609584,919.6006915,1013.102626,1125.085699,1214.935419,,,,,,,,,,,,,
26529,31,Pittsburgh,city,PA,PA,"Pittsburgh, PA",Allegheny County,1142.503282,1185.909322,1231.137022,1243.273814,1359.811734,1427.068499,,,,,,,,,,,,,
23429,32,Albuquerque,city,NM,NM,"Albuquerque, NM",Bernalillo County,981.9243287,1013.801508,1068.426665,1165.997666,1371.714784,1484.09066,,,,,,,,,,,,,
32811,33,Memphis,city,TN,TN,"Memphis, TN-MS-AR",Shelby County,887.7253339,925.2554206,982.3936255,1078.201272,1239.624699,1319.23759,,,,,,,,,,,,,
18203,34,Fresno,city,CA,CA,"Fresno, CA",Fresno County,1196.232132,1278.300705,1369.927522,1506.868571,1734.073434,1829.293256,,,,,,,,,,,,,
3523,35,Baltimore,city,MD,MD,"Baltimore-Columbia-Towson, MD",Baltimore City,1296.893217,1327.286572,1345.373759,1372.537792,1547.781152,1605.218392,,,,,,,,,,,,,
40152,36,Omaha,city,NE,NE,"Omaha-Council Bluffs, NE-IA",Douglas County,914.2803919,947.4973057,990.3903901,1026.465956,1134.273891,1236.174427,,,,,,,,,,,,,
37211,37,Atlanta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1476.846045,1578.769242,1622.526135,1674.838504,1953.321123,2024.291586,,,,,,,,,,,,,
5976,38,Milwaukee,city,WI,WI,"Milwaukee-Waukesha, WI",Milwaukee County,970.2548108,990.9228396,1018.035896,1051.047215,1128.831625,1200.257861,,,,,,,,,,,,,
33225,39,Oklahoma City,city,OK,OK,"Oklahoma City, OK",Oklahoma County,927.0408516,949.1499505,983.0283008,1020.591396,1163.003362,1214.908899,,,,,,,,,,,,,
54047,40,Raleigh,city,NC,NC,"Raleigh-Cary, NC",Wake County,1181.81883,1237.828915,1298.275717,1322.36944,1576.704688,1655.750134,,,,,,,,,,,,,
19331,41,Mesa,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1087.558426,1175.575659,1281.527855,1406.984578,1751.962705,1745.281365,,,,,,,,,,,,,
4172,42,Colorado Springs,city,CO,CO,"Colorado Springs, CO",El Paso County,1266.248034,1323.09028,1404.115902,1498.290274,1695.157037,1780.346327,,,,,,,,,,,,,
17222,43,Buffalo,city,NY,NY,"Buffalo-Cheektowaga, NY",Erie County,921.4836581,965.4969704,1000.011538,1058.63295,1159.709664,1243.737492,,,,,,,,,,,,,
18795,44,Kansas City,city,MO,MO,"Kansas City, MO-KS",Jackson County,932.9610469,974.1906688,1019.890236,1073.160017,1197.454015,1287.943702,,,,,,,,,,,,,
832063,45,Rochester,city,NY,NY,"Rochester, NY",Monroe County,1037.897929,1058.384035,1098.762644,1177.254322,1284.107424,1376.849447,,,,,,,,,,,,,
4099,46,Cincinnati,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,944.5869557,1013.271263,1076.197244,1121.045031,1229.185269,1366.529556,,,,,,,,,,,,,
46298,47,Long Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1672.309891,1762.136652,1838.327438,1892.768642,2109.234058,2213.831472,,,,,,,,,,,,,
41515,48,Virginia Beach,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,1309.249003,1362.328934,1385.970063,1494.708031,1709.626216,1829.778917,,,,,,,,,,,,,
3506,49,Bakersfield,city,CA,CA,"Bakersfield, CA",Kern County,1250.413529,1298.367288,1363.433593,1532.863362,1817.30292,1888.326541,,,,,,,,,,,,,
41176,50,Tampa,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,1368.642248,1438.185573,1515.461028,1618.262165,2087.175746,2177.053228,,,,,,,,,,,,,
13072,51,Oakland,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2568.654975,2650.968388,2739.30731,2534.255461,2710.230349,2723.567956,,,,,,,,,,,,,
20859,52,Tulsa,city,OK,OK,"Tulsa, OK",Tulsa County,850.2360842,872.3435299,910.4059036,983.8418537,1148.014409,1194.539044,,,,,,,,,,,,,
5983,53,Minneapolis,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1446.870973,1496.304716,1542.458158,1493.139058,1585.580237,1610.632409,,,,,,,,,,,,,
16846,54,Aurora,city,CO,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County,1428.270668,1482.844084,1543.410182,1562.224796,1797.308779,1886.359135,,,,,,,,,,,,,
7204,55,Spring,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1360.048385,1377.738899,1423.283038,1450.435913,1648.963996,1718.668473,,,,,,,,,,,,,
18615,56,Honolulu,city,HI,HI,"Urban Honolulu, HI",Honolulu County,1951.802134,1995.22757,2027.957173,2033.059568,2229.468025,2340.041639,2427.733579,2540.559841,2658.62958,2782.186481,2911.485554,3046.79366,3188.390062,2.22%,1.64%,0.25%,9.66%,4.96%,3.75%
25428,57,Knoxville,city,TN,TN,"Knoxville, TN",Knox County,1024.037845,1086.936945,1133.489019,1225.178689,1499.861627,1681.415381,,,,,,,,,,,,,
50763,58,Arlington,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1201.375503,1260.504951,1305.141587,1377.364148,1605.696028,1697.601379,,,,,,,,,,,,,
44055,59,Baton Rouge,city,LA,LA,"Baton Rouge, LA",East Baton Rouge Parish,1180.152801,1179.402559,1175.508915,1209.403039,1351.304573,1335.049731,,,,,,,,,,,,,
19594,60,New Orleans,city,LA,LA,"New Orleans-Metairie, LA",Orleans Parish,1349.771221,1378.590923,1428.648962,1451.967267,1624.968767,1695.990667,,,,,,,,,,,,,
7929,61,Wichita,city,KS,KS,"Wichita, KS",Sedgwick County,751.7645685,763.3650755,789.5595318,831.2958553,914.7466773,970.965465,,,,,,,,,,,,,
24115,62,Cleveland,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,999.9840496,1042.908237,1069.852297,1124.713089,1239.962617,1316.945854,,,,,,,,,,,,,
47401,63,Riverside,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,1635.873073,1726.56691,1805.95209,1966.756347,2344.969487,2405.707794,,,,,,,,,,,,,
16764,64,Anaheim,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2000.14619,2124.281768,2176.72182,2217.705061,2586.119066,2692.148192,,,,,,,,,,,,,
48215,65,Vancouver,city,WA,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,1308.483471,1362.306887,1395.292852,1498.792869,1696.338783,1833.643369,,,,,,,,,,,,,
20334,66,San Juan,city,PR,PR,"San Juan-BayamGëñn-Caguas, PR",San Juan,,,,,,3099.444444,,,,,,,,,,,,,
7266,67,Stockton,city,CA,CA,"Stockton, CA",San Joaquin County,1324.102786,1399.495567,1555.296517,1701.649038,1963.635198,2008.860323,,,,,,,,,,,,,
12562,68,Marietta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,1289.287543,1359.154328,1431.748965,1557.348369,1853.628908,1927.448883,,,,,,,,,,,,,
4174,69,Columbia,city,SC,SC,"Columbia, SC",Richland County,959.7075384,1008.035476,1039.701632,1109.440016,1252.990329,1352.74077,,,,,,,,,,,,,
11722,70,Greensboro,city,NC,NC,"Greensboro-High Point, NC",Guilford County,934.0786313,974.4838925,1023.329918,1118.749398,1294.668478,1396.534138,,,,,,,,,,,,,
18170,71,Fort Wayne,city,IN,IN,"Fort Wayne, IN",Allen County,808.0844342,833.5791432,870.702296,914.4416027,1081.005611,1133.979798,,,,,,,,,,,,,
25574,72,Lexington,city,KY,KY,"Lexington-Fayette, KY",Fayette County,1011.517267,1033.405814,1061.020583,1115.619397,1262.078624,1393.7375,,,,,,,,,,,,,
19533,73,Naples,city,FL,FL,"Naples-Marco Island, FL",Collier County,1981.821428,2065.271156,2168.006318,2258.361189,3205.42553,3430.479081,,,,,,,,,,,,,
11867,74,Henderson,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,1248.565501,1332.200397,1388.975827,1499.473452,1853.329344,1822.791805,,,,,,,,,,,,,
38025,75,Corpus Christi,city,TX,TX,"Corpus Christi, TX",Nueces County,1141.513013,1171.50973,1211.271184,1256.93705,1370.858129,1411.883679,,,,,,,,,,,,,
6891,76,Saint Louis,city,MO,MO,"St. Louis, MO-IL",Saint Louis City,979.2880059,1010.710216,1054.7235,1087.691702,1184.26896,1252.014135,,,,,,,,,,,,,
47568,77,Santa Ana,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2135.71942,2174.461379,2272.331703,2294.546059,2779.824651,2869.83196,,,,,,,,,,,,,
24457,78,Durham,city,NC,NC,"Durham-Chapel Hill, NC",Durham County,1176.583959,1227.507189,1276.63911,1318.237434,1557.50067,1669.930396,,,,,,,,,,,,,
7081,79,Silver Spring,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,1651.216408,1711.563313,1745.94902,1688.014855,1877.95692,1940.647567,,,,,,,,,,,,,
20313,80,Saint Paul,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,1212.7111,1260.151969,1300.416277,1297.18827,1387.048706,1422.229029,,,,,,,,,,,,,
20604,81,Spokane,city,WA,WA,"Spokane-Spokane Valley, WA",Spokane County,967.1979335,1007.959618,1089.595263,1197.499871,1365.46364,1450.45731,,,,,,,,,,,,,
12970,82,Newark,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,1329.329692,1414.238004,1490.619353,1578.11358,1771.442699,1915.471857,,,,,,,,,,,,,
13478,83,Reno,city,NV,NV,"Reno, NV",Washoe County,1339.177502,1443.596655,1515.304812,1660.1251,1848.928645,1878.110821,,,,,,,,,,,,,
26922,84,Saint Petersburg,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,1217.257004,1277.069944,1353.585463,1467.367023,1888.19622,2016.048161,,,,,,,,,,,,,
52650,85,Irvine,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2358.198698,2379.885214,2473.993378,2506.113421,3105.577253,3121.128831,,,,,,,,,,,,,
32503,86,Lincoln,city,NE,NE,"Lincoln, NE",Lancaster County,961.716045,988.9751089,1008.181238,1051.725698,1140.548594,1237.956217,,,,,,,,,,,,,
34303,87,Toledo,city,OH,OH,"Toledo, OH",Lucas County,789.9920378,817.633683,831.6730879,884.6130624,1008.909134,1088.080167,,,,,,,,,,,,,
17384,88,Chandler,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1314.718179,1415.567443,1510.297014,1651.32811,2027.354036,2021.051802,,,,,,,,,,,,,
47945,89,Tallahassee,city,FL,FL,"Tallahassee, FL",Leon County,964.4312546,1009.583769,1041.824236,1056.500956,1237.229245,1385.323412,,,,,,,,,,,,,
25320,90,Jersey City,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2335.349673,2423.916062,2487.439794,2312.912729,2687.815237,2955.776108,,,,,,,,,,,,,
53915,91,Plano,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,1311.75837,1344.909668,1381.795571,1408.281542,1717.725798,1795.622901,,,,,,,,,,,,,
53060,92,Lubbock,city,TX,TX,"Lubbock, TX",Lubbock County,1183.502358,1201.974224,1221.452993,1258.392055,1369.988061,1409.889992,,,,,,,,,,,,,
25934,93,Modesto,city,CA,CA,"Modesto, CA",Stanislaus County,1324.608663,1398.604241,1502.816686,1678.186705,1910.498094,1984.756238,,,,,,,,,,,,,
18800,94,Katy,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1511.709341,1526.582639,1597.430023,1697.531944,1877.652631,2005.509649,,,,,,,,,,,,,
5573,95,Lawrenceville,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1329.614235,1407.382461,1457.0947,1605.895442,1911.125663,2022.929212,,,,,,,,,,,,,
51405,96,Chula Vista,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2105.354072,2173.169206,2276.551458,2406.544312,2831.561353,3079.17988,,,,,,,,,,,,,
3737,97,Boise,city,ID,ID,"Boise City, ID",Ada County,1126.563873,1219.93368,1311.409896,1493.282108,1727.004017,1795.735172,,,,,,,,,,,,,
6752,98,Richmond,city,VA,VA,"Richmond, VA",Richmond City,1079.444356,1131.375155,1182.235843,1225.975214,1385.438189,1490.772521,,,,,,,,,,,,,
4888,99,Gilbert,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1351.792451,1446.997856,1565.993381,1768.058301,2101.759547,2136.987138,,,,,,,,,,,,,
41760,100,Winston-Salem,city,NC,NC,"Winston-Salem, NC",Forsyth County,1025.976439,1084.6909,1134.342994,1237.091746,1442.635388,1529.63976,,,,,,,,,,,,,
398849,101,Madison,city,WI,WI,"Madison, WI",Dane County,1130.345216,1169.799948,1206.623879,1217.789563,1298.657469,1441.307047,,,,,,,,,,,,,
52893,102,Laredo,city,TX,TX,"Laredo, TX",Webb County,1173.31155,1198.286664,1211.304013,1234.254535,1326.471294,,,,,,,,,,,,,,
26187,103,North Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,1208.506127,1305.506746,1376.80464,1552.416785,1864.944494,1857.443066,,,,,,,,,,,,,
20328,104,San Bernardino,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1265.571678,1353.241536,1409.255213,1567.726763,1807.512941,2001.680556,,,,,,,,,,,,,
25483,105,Lakeland,city,FL,FL,"Lakeland-Winter Haven, FL",Polk County,1032.96437,1130.408572,1190.784937,1289.17101,1610.798726,1723.282275,,,,,,,,,,,,,
31614,106,Fort Myers,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,1281.151667,1310.387843,1389.536842,1439.818472,1905.449559,2188.12553,,,,,,,,,,,,,
12065,107,Irving,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1294.632369,1335.380555,1358.206255,1378.717274,1655.31561,1751.421923,,,,,,,,,,,,,
32900,108,Mobile,city,AL,AL,"Mobile, AL",Mobile County,794.9246247,825.1439897,854.9902932,914.3659989,1032.187797,1166.341232,,,,,,,,,,,,,
18298,109,Glendale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1090.574945,1177.40695,1284.204237,1433.539426,1761.624005,1785.363437,,,,,,,,,,,,,
53856,110,Pensacola,city,FL,FL,"Pensacola-Ferry Pass-Brent, FL",Escambia County,985.8246916,1046.881867,1109.196536,1250.69793,1501.810412,1562.34226,,,,,,,,,,,,,
23482,111,Anchorage,city,AK,AK,"Anchorage, AK",Anchorage Borough,1301.794761,1324.241813,1347.773001,1379.120692,1525.736594,1676.760057,,,,,,,,,,,,,
44564,112,Chesapeake,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,1380.48394,1408.140189,1446.695429,1509.59669,1704.147214,1810.086195,,,,,,,,,,,,,
20362,113,Sarasota,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County,1530.230204,1580.015799,1649.802482,1820.9398,2366.346626,2593.530176,,,,,,,,,,,,,
52001,114,Fayetteville,city,NC,NC,"Fayetteville, NC",Cumberland County,823.0408411,858.0306446,905.6093303,1048.958276,1228.554401,1333.612122,,,,,,,,,,,,,
10417,115,Birmingham,city,AL,AL,"Birmingham-Hoover, AL",Jefferson County,854.0257435,915.288319,953.829297,1002.62009,1117.507276,1193.521252,,,,,,,,,,,,,
25104,116,Hialeah,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1807.926285,1867.472944,1902.012873,2015.804245,2483.519338,2871.72627,,,,,,,,,,,,,
18251,117,Garland,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1202.623654,1258.70608,1291.014573,1320.187638,1578.046,1649.122583,,,,,,,,,,,,,
18847,118,Kissimmee,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,1405.307486,1477.796034,1526.641822,1600.262421,1947.16686,2149.793903,,,,,,,,,,,,,
30258,119,Arlington,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,2059.360865,2130.523451,2187.545038,1993.504194,2297.462945,2399.088344,,,,,,,,,,,,,
54346,120,Scottsdale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1362.378721,1472.488756,1596.919789,1741.217509,2176.386537,2213.414422,,,,,,,,,,,,,
6210,121,Norfolk,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,1137.481625,1169.774243,1218.926342,1306.162792,1451.86149,1556.21431,,,,,,,,,,,,,
53673,122,Ocala,city,FL,FL,"Ocala, FL",Marion County,1050.811929,1102.044232,1152.566056,1275.963273,1574.877593,1656.466658,,,,,,,,,,,,,
54311,123,Santa Clarita,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2067.371486,2173.841832,2237.287341,2316.444339,2725.982578,2756.064638,,,,,,,,,,,,,
11540,124,Fremont,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2653.042088,2745.322019,2799.394306,2680.421121,2966.945302,3035.572846,,,,,,,,,,,,,
24741,125,Fontana,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2044.335499,2134.220077,2211.544764,2418.932865,2846.728145,2946.104437,,,,,,,,,,,,,
7222,126,Springfield,city,MO,MO,"Springfield, MO",Greene County,803.1914035,854.0664117,897.153027,987.1829017,1132.816385,1209.521899,,,,,,,,,,,,,
24960,127,Greenville,city,SC,SC,"Greenville-Anderson, SC",Greenville County,1113.543547,1173.207443,1240.410888,1267.033379,1450.805292,1559.239833,,,,,,,,,,,,,
10477,128,Boca Raton,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,1799.294518,1862.284583,1956.617104,2106.333489,2831.286639,2947.414657,,,,,,,,,,,,,
11671,129,Grand Rapids,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,1067.388982,1128.358309,1180.611585,1251.996318,1403.815852,1526.651961,,,,,,,,,,,,,
44282,130,Bradenton,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Manatee County,1355.184948,1400.527773,1452.111009,1530.945611,2115.686668,2204.335274,,,,,,,,,,,,,
52998,131,Little Rock,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County,856.011794,872.568146,892.4498403,966.1048667,1053.833906,1088.829504,,,,,,,,,,,,,
24821,132,Gainesville,city,FL,FL,"Gainesville, FL",Alachua County,1106.829141,1172.834811,1232.482045,1262.448548,1507.762543,1629.897265,,,,,,,,,,,,,
33501,133,Port Saint Lucie,city,FL,FL,"Port St. Lucie, FL",Saint Lucie County,,,,,2250.495539,2353.746628,,,,,,,,,,,,,
27362,134,Tacoma,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,1205.315175,1272.788266,1363.633794,1457.238841,1633.154179,1690.424205,,,,,,,,,,,,,
14701,135,Woodbridge,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,1585.345162,1630.613892,1666.301041,1716.294795,1905.012035,1956.869971,,,,,,,,,,,,,
16753,136,Amarillo,city,TX,TX,"Amarillo, TX",Randall County,1102.668182,1129.637427,1181.436852,1245.163829,1362.235357,1458.953704,,,,,,,,,,,,,
17759,137,Des Moines,city,IA,IA,"Des Moines-West Des Moines, IA",Polk County,900.5538478,921.2461812,951.2396369,970.2042985,1037.60206,1085.990798,,,,,,,,,,,,,
47584,138,Savannah,city,GA,GA,"Savannah, GA",Chatham County,1119.591985,1184.642597,1262.447625,1297.925168,1610.913495,1769.073993,,,,,,,,,,,,,
13150,139,Oxnard,city,CA,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2023.576761,2112.322201,2199.694944,2363.269232,2789.737156,2834.407853,,,,,,,,,,,,,
26967,140,Santa Rosa,city,CA,CA,"Santa Rosa-Petaluma, CA",Sonoma County,2067.045265,2041.643531,2079.043123,2116.841479,2358.784711,2441.539427,,,,,,,,,,,,,
12014,141,Huntsville,city,AL,AL,"Huntsville, AL",Madison County,910.3193632,962.6519795,1065.863915,1208.61356,1384.032471,1449.811176,,,,,,,,,,,,,
30141,142,Akron,city,OH,OH,"Akron, OH",Summit County,686.1175132,708.5516158,737.6951992,806.1369492,893.7388883,974.244281,,,,,,,,,,,,,
21320,143,Wilmington,city,NC,NC,"Wilmington, NC",New Hanover County,1087.760047,1190.00103,1251.35109,1340.061592,1611.502655,1737.009269,,,,,,,,,,,,,
51167,144,Brownsville,city,TX,TX,"Brownsville-Harlingen, TX",Cameron County,,,,,1228.196303,1348.222222,,,,,,,,,,,,,
34937,145,Yonkers,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,1871.890038,1978.80597,2028.069356,1995.463057,2226.128715,2386.651447,,,,,,,,,,,,,
38438,146,Eugene,city,OR,OR,"Eugene-Springfield, OR",Lane County,1328.954479,1401.510558,1468.59609,1535.326806,1736.025964,1905.172399,,,,,,,,,,,,,
